id,first_name,last_name,email,state,verified
32602,Rowan,Gonzalez,rowan.gonzalez383@example.com,Wisconsin,1
32603,Quinn,Anderson,quinn.anderson7900@playverse.net,New Mexico,1
32604,Jordan,Gonzalez,jordan.gonzalez8855@mail.com,Minnesota,1
32605,Morgan,Davis,morgan.davis1916@scopely.dev,Kentucky,1
32606,Skyler,Wilson,skyler.wilson2564@playverse.net,Massachusetts,1
32607,Skyler,Martinez,skyler.martinez3332@playverse.net,Ohio,1
32608,Avery,Anderson,avery.anderson4099@example.com,Tennessee,1
32609,Skyler,Martinez,skyler.martinez9615@scopely.dev,Arkansas,0
32610,Drew,Williams,drew.williams7941@example.com,Kansas,1
32611,Casey,Rodriguez,casey.rodriguez3405@mail.com,Delaware,1
32612,Cameron,Smith,cameron.smith3047@gamehub.io,Maryland,1
32613,Avery,Garcia,avery.garcia927@scopely.dev,Missouri,1
32614,Jordan,Smith,jordan.smith1450@scopely.dev,Ohio,1
32615,Cameron,Davis,cameron.davis3259@mail.com,South Dakota,1
32616,Riley,Wilson,riley.wilson2460@mail.com,Nevada,1
32617,Morgan,Williams,morgan.williams7779@gamehub.io,Minnesota,1
32618,Skyler,Brown,skyler.brown4770@gamehub.io,New Mexico,0
32619,Jamie,Lopez,jamie.lopez4344@gamehub.io,South Dakota,1
32620,Jordan,Garcia,jordan.garcia4647@gamehub.io,Ohio,1
32621,Casey,Brown,casey.brown7901@mail.com,Ohio,1
32622,Riley,Wilson,riley.wilson7270@scopely.dev,Ohio,1
32623,Drew,Davis,drew.davis8099@scopely.dev,Texas,0
32624,Rowan,Rodriguez,rowan.rodriguez2863@gamehub.io,South Carolina,1
32625,Quinn,Jones,quinn.jones4632@playverse.net,Kentucky,1
32626,Skyler,Smith,skyler.smith7532@example.com,South Dakota,1
32627,Taylor,Davis,taylor.davis7465@gamehub.io,Massachusetts,0
32628,Sam,Wilson,sam.wilson389@playverse.net,South Dakota,1
32629,Avery,Gonzalez,avery.gonzalez6422@scopely.dev,Tennessee,1
32630,Sam,Anderson,sam.anderson6349@playverse.net,Ohio,1
32631,Skyler,Johnson,skyler.johnson9314@scopely.dev,Ohio,1
32632,Jordan,Garcia,jordan.garcia4274@mail.com,Arkansas,1
32633,Drew,Garcia,drew.garcia95@playverse.net,Kentucky,1
32634,Alex,Hernandez,alex.hernandez1977@mail.com,Nevada,1
32635,Quinn,Miller,quinn.miller7740@playverse.net,Alabama,1
32636,Riley,Lopez,riley.lopez9983@scopely.dev,South Dakota,1
32637,Jamie,Rodriguez,jamie.rodriguez2709@mail.com,Louisiana,1
32638,Quinn,Smith,quinn.smith7417@playverse.net,Ohio,1
32639,Sam,Martinez,sam.martinez1400@scopely.dev,Ohio,1
32640,Morgan,Gonzalez,morgan.gonzalez2145@gamehub.io,Nevada,1
32641,Rowan,Lopez,rowan.lopez9914@mail.com,Ohio,1
32642,Skyler,Davis,skyler.davis487@scopely.dev,Ohio,1
32643,Casey,Hernandez,casey.hernandez8067@scopely.dev,Louisiana,1
32644,Sam,Jones,sam.jones8090@scopely.dev,South Carolina,1
32645,Jordan,Gonzalez,jordan.gonzalez477@scopely.dev,Ohio,1
32646,Riley,Garcia,riley.garcia1147@mail.com,Connecticut,1
32647,Riley,Davis,riley.davis8197@example.com,Ohio,0
32648,Avery,Davis,avery.davis2887@example.com,Ohio,1
32649,Alex,Lopez,alex.lopez2644@playverse.net,Indiana,1
32650,Elliot,Hernandez,elliot.hernandez3560@gamehub.io,South Dakota,0
32651,Avery,Miller,avery.miller9100@example.com,Louisiana,1
32652,Quinn,Miller,quinn.miller5986@playverse.net,Nevada,1
32653,Cameron,Lopez,cameron.lopez7836@example.com,Kentucky,1
32654,Cameron,Lopez,cameron.lopez551@mail.com,Ohio,1
32655,Skyler,Smith,skyler.smith6370@mail.com,New Mexico,0
32656,Taylor,Davis,taylor.davis2793@gamehub.io,Massachusetts,1
32657,Jamie,Williams,jamie.williams1674@scopely.dev,Alaska,1
32658,Drew,Jones,drew.jones3274@mail.com,North Carolina,1
32659,Jordan,Brown,jordan.brown5193@playverse.net,Ohio,1
32660,Quinn,Martinez,quinn.martinez2139@scopely.dev,Delaware,1
32661,Jordan,Williams,jordan.williams4721@gamehub.io,Kentucky,0
32662,Drew,Martinez,drew.martinez3766@playverse.net,South Dakota,0
32663,Drew,Jones,drew.jones3003@scopely.dev,Nevada,1
32664,Drew,Williams,drew.williams3009@scopely.dev,Maryland,1
32665,Alex,Rodriguez,alex.rodriguez4164@example.com,Utah,1
32666,Drew,Hernandez,drew.hernandez1628@mail.com,Rhode Island,1
32667,Drew,Gonzalez,drew.gonzalez5814@mail.com,Arkansas,1
32668,Sam,Rodriguez,sam.rodriguez957@example.com,South Dakota,1
32669,Skyler,Gonzalez,skyler.gonzalez4348@mail.com,Arkansas,1
32670,Morgan,Garcia,morgan.garcia3051@example.com,Delaware,0
32671,Riley,Williams,riley.williams9217@example.com,Arkansas,1
32672,Drew,Jones,drew.jones8862@mail.com,Massachusetts,1
32673,Sam,Hernandez,sam.hernandez8198@example.com,Ohio,1
32674,Taylor,Davis,taylor.davis2515@gamehub.io,Ohio,1
32675,Riley,Rodriguez,riley.rodriguez7889@scopely.dev,Alaska,1
32676,Jamie,Williams,jamie.williams6510@playverse.net,Delaware,0
32677,Riley,Jones,riley.jones7063@playverse.net,Ohio,1
32678,Alex,Gonzalez,alex.gonzalez8407@mail.com,Mississippi,0
32679,Drew,Wilson,drew.wilson427@mail.com,Arizona,1
32680,Rowan,Anderson,rowan.anderson1598@playverse.net,Utah,0
32681,Riley,Wilson,riley.wilson2777@scopely.dev,Ohio,1
32682,Rowan,Gonzalez,rowan.gonzalez4367@example.com,Louisiana,1
32683,Taylor,Johnson,taylor.johnson9985@mail.com,Nebraska,1
32684,Alex,Johnson,alex.johnson7792@gamehub.io,Louisiana,1
32685,Elliot,Johnson,elliot.johnson1317@mail.com,Massachusetts,1
32686,Drew,Lopez,drew.lopez7977@playverse.net,New York,1
32687,Avery,Garcia,avery.garcia8767@gamehub.io,Louisiana,1
32688,Riley,Williams,riley.williams8691@example.com,Ohio,1
32689,Drew,Martinez,drew.martinez4966@example.com,Massachusetts,1
32690,Avery,Jones,avery.jones9757@playverse.net,Ohio,1
32691,Alex,Davis,alex.davis8105@scopely.dev,Hawaii,1
32692,Casey,Jones,casey.jones1633@scopely.dev,Delaware,0
32693,Morgan,Johnson,morgan.johnson4761@gamehub.io,Alabama,1
32694,Casey,Garcia,casey.garcia1119@scopely.dev,New York,1
32695,Rowan,Johnson,rowan.johnson2513@example.com,West Virginia,1
32696,Quinn,Gonzalez,quinn.gonzalez8336@gamehub.io,Maryland,1
32697,Quinn,Davis,quinn.davis6989@gamehub.io,Delaware,1
32698,Avery,Johnson,avery.johnson4092@scopely.dev,Alabama,0
32699,Skyler,Miller,skyler.miller5505@example.com,Mississippi,0
32700,Jordan,Wilson,jordan.wilson9339@gamehub.io,Wisconsin,1
32701,Morgan,Brown,morgan.brown643@gamehub.io,West Virginia,1
32702,Rowan,Brown,rowan.brown6606@scopely.dev,Arkansas,1
32703,Morgan,Anderson,morgan.anderson4752@gamehub.io,South Carolina,1
32704,Taylor,Wilson,taylor.wilson9535@mail.com,Delaware,1
32705,Taylor,Davis,taylor.davis4132@example.com,Rhode Island,1
32706,Cameron,Brown,cameron.brown1626@example.com,South Dakota,0
32707,Drew,Davis,drew.davis7567@gamehub.io,Alabama,1
32708,Riley,Rodriguez,riley.rodriguez2861@scopely.dev,Georgia,1
32709,Cameron,Davis,cameron.davis7419@scopely.dev,Arizona,1
32710,Casey,Brown,casey.brown7764@mail.com,Minnesota,1
32711,Jamie,Jones,jamie.jones2281@gamehub.io,Alaska,1
32712,Elliot,Garcia,elliot.garcia7744@gamehub.io,Ohio,1
32713,Jordan,Anderson,jordan.anderson776@mail.com,New Hampshire,0
32714,Quinn,Rodriguez,quinn.rodriguez2863@gamehub.io,Louisiana,0
32715,Elliot,Gonzalez,elliot.gonzalez4072@example.com,Massachusetts,1
32716,Jamie,Jones,jamie.jones2565@mail.com,West Virginia,1
32717,Rowan,Wilson,rowan.wilson7781@mail.com,Delaware,1
32718,Drew,Wilson,drew.wilson6109@gamehub.io,Ohio,1
32719,Avery,Johnson,avery.johnson4677@scopely.dev,Ohio,1
32720,Quinn,Miller,quinn.miller5993@gamehub.io,Ohio,1
32721,Rowan,Garcia,rowan.garcia195@mail.com,Kentucky,1
32722,Cameron,Hernandez,cameron.hernandez219@playverse.net,Florida,1
32723,Morgan,Lopez,morgan.lopez9447@gamehub.io,Ohio,1
32724,Jordan,Wilson,jordan.wilson8944@mail.com,Tennessee,0
32725,Drew,Williams,drew.williams5412@gamehub.io,Washington,1
32726,Skyler,Davis,skyler.davis7012@playverse.net,Massachusetts,1
32727,Jordan,Williams,jordan.williams7215@mail.com,Maryland,1
32728,Sam,Martinez,sam.martinez3895@scopely.dev,Louisiana,1
32729,Casey,Hernandez,casey.hernandez6147@playverse.net,Rhode Island,1
32730,Quinn,Brown,quinn.brown7946@scopely.dev,Georgia,1
32731,Taylor,Rodriguez,taylor.rodriguez3134@scopely.dev,Mississippi,1
32732,Rowan,Gonzalez,rowan.gonzalez180@playverse.net,Kentucky,0
32733,Casey,Brown,casey.brown5233@example.com,South Dakota,1
32734,Jamie,Johnson,jamie.johnson6671@mail.com,Indiana,1
32735,Elliot,Rodriguez,elliot.rodriguez8905@example.com,Ohio,1
32736,Jordan,Martinez,jordan.martinez6565@playverse.net,New Mexico,1
32737,Alex,Davis,alex.davis2966@playverse.net,Kentucky,1
32738,Elliot,Anderson,elliot.anderson7911@scopely.dev,Georgia,1
32739,Taylor,Brown,taylor.brown4898@example.com,Oregon,1
32740,Jamie,Gonzalez,jamie.gonzalez9976@scopely.dev,Mississippi,1
32741,Sam,Hernandez,sam.hernandez631@playverse.net,North Dakota,1
32742,Sam,Garcia,sam.garcia3419@playverse.net,Washington,0
32743,Alex,Garcia,alex.garcia2232@mail.com,Louisiana,1
32744,Morgan,Hernandez,morgan.hernandez1825@playverse.net,Rhode Island,1
32745,Jordan,Johnson,jordan.johnson6393@gamehub.io,Ohio,1
32746,Sam,Rodriguez,sam.rodriguez8730@example.com,New Mexico,1
32747,Taylor,Garcia,taylor.garcia3564@playverse.net,Arizona,1
32748,Jamie,Jones,jamie.jones1130@gamehub.io,Tennessee,1
32749,Alex,Johnson,alex.johnson5831@gamehub.io,Georgia,1
32750,Morgan,Gonzalez,morgan.gonzalez4110@example.com,Massachusetts,1
32751,Morgan,Wilson,morgan.wilson2987@scopely.dev,Ohio,1
32752,Drew,Martinez,drew.martinez1309@scopely.dev,Mississippi,0
32753,Jamie,Anderson,jamie.anderson5933@playverse.net,Alabama,1
32754,Taylor,Anderson,taylor.anderson5454@example.com,Washington,1
32755,Sam,Smith,sam.smith5324@scopely.dev,Alaska,1
32756,Drew,Miller,drew.miller4601@scopely.dev,Arkansas,1
32757,Riley,Brown,riley.brown4928@example.com,Florida,1
32758,Skyler,Hernandez,skyler.hernandez4445@scopely.dev,New York,1
32759,Quinn,Gonzalez,quinn.gonzalez2943@mail.com,Washington,1
32760,Taylor,Miller,taylor.miller8811@mail.com,Tennessee,1
32761,Jordan,Jones,jordan.jones5375@playverse.net,Ohio,0
32762,Elliot,Smith,elliot.smith557@mail.com,Ohio,1
32763,Jamie,Jones,jamie.jones2210@scopely.dev,Ohio,1
32764,Elliot,Lopez,elliot.lopez3836@gamehub.io,Ohio,1
32765,Elliot,Brown,elliot.brown1050@example.com,Rhode Island,1
32766,Alex,Smith,alex.smith7989@gamehub.io,Kentucky,0
32767,Sam,Martinez,sam.martinez8374@playverse.net,Florida,1
32768,Riley,Johnson,riley.johnson3103@playverse.net,Louisiana,0
32769,Cameron,Gonzalez,cameron.gonzalez3976@scopely.dev,Arizona,1
32770,Jordan,Anderson,jordan.anderson757@gamehub.io,Washington,1
32771,Quinn,Gonzalez,quinn.gonzalez8830@gamehub.io,Ohio,1
32772,Rowan,Rodriguez,rowan.rodriguez6418@example.com,Delaware,1
32773,Alex,Anderson,alex.anderson7776@example.com,Georgia,1
32774,Sam,Lopez,sam.lopez4307@mail.com,Wisconsin,0
32775,Avery,Smith,avery.smith5527@example.com,Ohio,1
32776,Avery,Martinez,avery.martinez7978@gamehub.io,Maryland,1
32777,Quinn,Brown,quinn.brown9933@mail.com,Delaware,1
32778,Morgan,Davis,morgan.davis1318@playverse.net,Arizona,1
32779,Riley,Jones,riley.jones2630@playverse.net,Ohio,0
32780,Riley,Martinez,riley.martinez1073@example.com,Ohio,1
32781,Quinn,Miller,quinn.miller8866@gamehub.io,Arkansas,1
32782,Avery,Anderson,avery.anderson5352@playverse.net,Alabama,1
32783,Drew,Hernandez,drew.hernandez3293@example.com,Louisiana,0
32784,Elliot,Johnson,elliot.johnson4112@playverse.net,Ohio,1
32785,Skyler,Brown,skyler.brown9694@playverse.net,Texas,1
32786,Skyler,Brown,skyler.brown1704@mail.com,South Dakota,1
32787,Drew,Smith,drew.smith6912@gamehub.io,Ohio,1
32788,Morgan,Lopez,morgan.lopez822@scopely.dev,Rhode Island,1
32789,Sam,Davis,sam.davis8773@scopely.dev,Louisiana,1
32790,Quinn,Hernandez,quinn.hernandez9920@playverse.net,Georgia,0
32791,Drew,Williams,drew.williams5901@gamehub.io,Arkansas,0
32792,Drew,Anderson,drew.anderson8285@gamehub.io,Delaware,1
32793,Rowan,Lopez,rowan.lopez3187@playverse.net,Washington,1
32794,Casey,Gonzalez,casey.gonzalez9674@scopely.dev,Texas,1
32795,Casey,Lopez,casey.lopez7814@scopely.dev,Arizona,1
32796,Taylor,Gonzalez,taylor.gonzalez8381@example.com,Massachusetts,1
32797,Quinn,Brown,quinn.brown6978@playverse.net,Louisiana,1
32798,Casey,Johnson,casey.johnson8438@example.com,Ohio,1
32799,Sam,Lopez,sam.lopez6630@gamehub.io,Kentucky,1
32800,Sam,Martinez,sam.martinez1279@example.com,Illinois,1
32801,Casey,Jones,casey.jones9411@scopely.dev,Pennsylvania,1
32802,Cameron,Lopez,cameron.lopez8313@scopely.dev,Washington,1
32803,Rowan,Jones,rowan.jones7298@gamehub.io,Delaware,1
32804,Jordan,Anderson,jordan.anderson4961@playverse.net,Georgia,1
32805,Alex,Williams,alex.williams3181@mail.com,Maryland,0
32806,Morgan,Wilson,morgan.wilson1369@playverse.net,Ohio,1
32807,Sam,Davis,sam.davis7416@scopely.dev,Delaware,1
32808,Quinn,Anderson,quinn.anderson5292@gamehub.io,Massachusetts,1
32809,Skyler,Smith,skyler.smith5211@playverse.net,South Dakota,1
32810,Quinn,Gonzalez,quinn.gonzalez4673@playverse.net,Georgia,1
32811,Avery,Johnson,avery.johnson7572@example.com,Arizona,1
32812,Sam,Smith,sam.smith6502@example.com,Tennessee,1
32813,Quinn,Garcia,quinn.garcia8535@gamehub.io,Ohio,1
32814,Taylor,Anderson,taylor.anderson5559@scopely.dev,Ohio,1
32815,Sam,Brown,sam.brown8316@mail.com,Arkansas,1
32816,Riley,Martinez,riley.martinez5113@scopely.dev,South Dakota,0
32817,Elliot,Smith,elliot.smith6116@playverse.net,Kansas,1
32818,Skyler,Miller,skyler.miller4647@mail.com,Delaware,1
32819,Avery,Rodriguez,avery.rodriguez2731@playverse.net,Michigan,1
32820,Elliot,Jones,elliot.jones5983@gamehub.io,Tennessee,1
32821,Alex,Miller,alex.miller1349@example.com,Wyoming,1
32822,Cameron,Brown,cameron.brown5272@playverse.net,North Dakota,1
32823,Sam,Brown,sam.brown5962@mail.com,Washington,1
32824,Cameron,Brown,cameron.brown7747@playverse.net,Massachusetts,1
32825,Casey,Gonzalez,casey.gonzalez840@example.com,Alaska,0
32826,Elliot,Jones,elliot.jones5641@playverse.net,Idaho,1
32827,Sam,Davis,sam.davis2652@playverse.net,Kansas,0
32828,Morgan,Brown,morgan.brown6570@scopely.dev,Ohio,1
32829,Taylor,Miller,taylor.miller9249@scopely.dev,Arkansas,0
32830,Morgan,Rodriguez,morgan.rodriguez1332@scopely.dev,Delaware,1
32831,Cameron,Garcia,cameron.garcia932@gamehub.io,North Dakota,1
32832,Skyler,Brown,skyler.brown2061@playverse.net,Arkansas,0
32833,Alex,Jones,alex.jones9632@mail.com,Minnesota,1
32834,Alex,Davis,alex.davis435@example.com,Arizona,1
32835,Alex,Brown,alex.brown9147@gamehub.io,Ohio,1
32836,Quinn,Gonzalez,quinn.gonzalez4176@playverse.net,Tennessee,1
32837,Taylor,Brown,taylor.brown3903@example.com,South Dakota,1
32838,Morgan,Miller,morgan.miller6921@gamehub.io,Arkansas,1
32839,Drew,Garcia,drew.garcia6703@example.com,New Mexico,1
32840,Riley,Smith,riley.smith6550@playverse.net,Arkansas,1
32841,Elliot,Anderson,elliot.anderson5064@scopely.dev,Arizona,0
32842,Alex,Rodriguez,alex.rodriguez3293@mail.com,North Dakota,1
32843,Jordan,Gonzalez,jordan.gonzalez3912@playverse.net,New Mexico,1
32844,Morgan,Jones,morgan.jones5485@gamehub.io,Arkansas,0
32845,Elliot,Martinez,elliot.martinez8827@mail.com,Louisiana,1
32846,Morgan,Hernandez,morgan.hernandez8442@scopely.dev,Kentucky,1
32847,Casey,Johnson,casey.johnson3304@mail.com,Kentucky,1
32848,Skyler,Jones,skyler.jones3715@example.com,Kentucky,1
32849,Rowan,Davis,rowan.davis4316@scopely.dev,South Carolina,1
32850,Jamie,Garcia,jamie.garcia4080@mail.com,Louisiana,1
32851,Cameron,Davis,cameron.davis5860@gamehub.io,Kentucky,1
32852,Rowan,Jones,rowan.jones8376@gamehub.io,Alaska,1
32853,Jamie,Brown,jamie.brown9470@mail.com,Ohio,1
32854,Avery,Martinez,avery.martinez8220@mail.com,Ohio,1
32855,Taylor,Williams,taylor.williams131@playverse.net,Kentucky,0
32856,Alex,Johnson,alex.johnson7040@playverse.net,Massachusetts,1
32857,Casey,Anderson,casey.anderson5274@mail.com,Oklahoma,1
32858,Rowan,Rodriguez,rowan.rodriguez4239@playverse.net,Kentucky,1
32859,Alex,Anderson,alex.anderson7348@example.com,Massachusetts,1
32860,Alex,Smith,alex.smith573@scopely.dev,Alaska,1
32861,Cameron,Martinez,cameron.martinez349@example.com,Tennessee,1
32862,Casey,Wilson,casey.wilson2485@scopely.dev,Louisiana,1
32863,Casey,Anderson,casey.anderson1351@example.com,Iowa,1
32864,Riley,Johnson,riley.johnson644@example.com,North Dakota,1
32865,Sam,Garcia,sam.garcia3363@mail.com,Missouri,0
32866,Elliot,Gonzalez,elliot.gonzalez6851@playverse.net,Louisiana,0
32867,Jamie,Garcia,jamie.garcia6707@example.com,Tennessee,1
32868,Sam,Lopez,sam.lopez7644@scopely.dev,Louisiana,1
32869,Elliot,Smith,elliot.smith215@scopely.dev,Wyoming,0
32870,Rowan,Davis,rowan.davis8380@playverse.net,Ohio,1
32871,Avery,Hernandez,avery.hernandez4208@gamehub.io,South Dakota,1
32872,Casey,Brown,casey.brown9509@example.com,Indiana,1
32873,Taylor,Wilson,taylor.wilson6415@mail.com,Arkansas,0
32874,Cameron,Miller,cameron.miller8097@playverse.net,Maryland,1
32875,Avery,Martinez,avery.martinez6783@gamehub.io,Kansas,0
32876,Casey,Anderson,casey.anderson58@mail.com,Arkansas,1
32877,Sam,Anderson,sam.anderson9977@gamehub.io,Arkansas,1
32878,Drew,Rodriguez,drew.rodriguez2652@gamehub.io,Delaware,1
32879,Drew,Johnson,drew.johnson1023@example.com,Louisiana,1
32880,Jamie,Miller,jamie.miller2526@mail.com,Utah,0
32881,Jordan,Smith,jordan.smith9403@example.com,Ohio,1
32882,Taylor,Williams,taylor.williams5924@mail.com,Louisiana,1
32883,Alex,Brown,alex.brown6037@mail.com,Oregon,1
32884,Morgan,Williams,morgan.williams7480@gamehub.io,New Jersey,1
32885,Avery,Davis,avery.davis9593@mail.com,Maryland,1
32886,Casey,Hernandez,casey.hernandez7884@example.com,Arkansas,1
32887,Quinn,Lopez,quinn.lopez9705@playverse.net,Texas,1
32888,Drew,Wilson,drew.wilson6474@playverse.net,Ohio,0
32889,Jordan,Lopez,jordan.lopez1905@playverse.net,Maryland,0
32890,Taylor,Wilson,taylor.wilson2740@gamehub.io,Maryland,1
32891,Taylor,Miller,taylor.miller2234@scopely.dev,Ohio,1
32892,Drew,Williams,drew.williams3112@mail.com,Delaware,1
32893,Elliot,Miller,elliot.miller8693@example.com,Maryland,1
32894,Skyler,Johnson,skyler.johnson1793@example.com,Arkansas,1
32895,Morgan,Lopez,morgan.lopez7773@example.com,Arkansas,1
32896,Jordan,Hernandez,jordan.hernandez1894@playverse.net,Missouri,1
32897,Riley,Hernandez,riley.hernandez7553@gamehub.io,Louisiana,1
32898,Morgan,Williams,morgan.williams5055@playverse.net,Ohio,1
32899,Sam,Miller,sam.miller324@scopely.dev,West Virginia,0
32900,Taylor,Martinez,taylor.martinez3622@gamehub.io,South Dakota,0
32901,Jordan,Gonzalez,jordan.gonzalez9161@playverse.net,Massachusetts,1
32902,Drew,Jones,drew.jones4348@scopely.dev,Louisiana,1
32903,Taylor,Lopez,taylor.lopez1919@playverse.net,New Mexico,1
32904,Morgan,Anderson,morgan.anderson5300@example.com,Arkansas,0
32905,Alex,Gonzalez,alex.gonzalez7468@scopely.dev,West Virginia,1
32906,Alex,Rodriguez,alex.rodriguez3313@example.com,West Virginia,1
32907,Taylor,Davis,taylor.davis2164@mail.com,Tennessee,1
32908,Jordan,Garcia,jordan.garcia3648@example.com,Ohio,1
32909,Jordan,Lopez,jordan.lopez5225@mail.com,Minnesota,1
32910,Avery,Brown,avery.brown4469@scopely.dev,Ohio,1
32911,Skyler,Williams,skyler.williams8171@playverse.net,Kansas,1
32912,Sam,Garcia,sam.garcia2836@example.com,South Dakota,1
32913,Quinn,Rodriguez,quinn.rodriguez8029@gamehub.io,Arkansas,1
32914,Avery,Jones,avery.jones1172@example.com,Oregon,1
32915,Avery,Lopez,avery.lopez3626@playverse.net,South Dakota,1
32916,Sam,Miller,sam.miller5709@example.com,Delaware,1
32917,Drew,Miller,drew.miller4886@example.com,Massachusetts,0
32918,Alex,Wilson,alex.wilson6223@gamehub.io,South Dakota,1
32919,Quinn,Miller,quinn.miller9194@playverse.net,Washington,1
32920,Elliot,Rodriguez,elliot.rodriguez6300@scopely.dev,Rhode Island,1
32921,Drew,Johnson,drew.johnson9465@scopely.dev,Utah,1
32922,Avery,Davis,avery.davis3064@mail.com,Utah,1
32923,Jordan,Johnson,jordan.johnson9987@playverse.net,West Virginia,1
32924,Sam,Anderson,sam.anderson3157@mail.com,Maryland,1
32925,Morgan,Hernandez,morgan.hernandez7296@scopely.dev,Indiana,0
32926,Casey,Smith,casey.smith6441@example.com,Ohio,0
32927,Elliot,Lopez,elliot.lopez2611@scopely.dev,Delaware,1
32928,Quinn,Martinez,quinn.martinez4750@scopely.dev,Nevada,1
32929,Casey,Garcia,casey.garcia6769@mail.com,New Mexico,1
32930,Rowan,Johnson,rowan.johnson5896@gamehub.io,Pennsylvania,1
32931,Jamie,Wilson,jamie.wilson5830@example.com,Louisiana,1
32932,Taylor,Gonzalez,taylor.gonzalez1115@mail.com,New York,1
32933,Riley,Jones,riley.jones1088@scopely.dev,South Dakota,1
32934,Riley,Smith,riley.smith9286@example.com,Maryland,1
32935,Cameron,Miller,cameron.miller4302@scopely.dev,New Mexico,1
32936,Morgan,Gonzalez,morgan.gonzalez9662@gamehub.io,Ohio,0
32937,Jamie,Smith,jamie.smith2117@gamehub.io,Georgia,0
32938,Rowan,Lopez,rowan.lopez3135@gamehub.io,Arkansas,0
32939,Alex,Lopez,alex.lopez9449@gamehub.io,Ohio,1
32940,Morgan,Davis,morgan.davis3877@example.com,Louisiana,1
32941,Skyler,Lopez,skyler.lopez1376@scopely.dev,Louisiana,1
32942,Rowan,Jones,rowan.jones6352@gamehub.io,Texas,1
32943,Avery,Jones,avery.jones4450@scopely.dev,Maine,1
32944,Morgan,Williams,morgan.williams7996@example.com,Washington,1
32945,Casey,Johnson,casey.johnson5518@scopely.dev,Arkansas,1
32946,Riley,Garcia,riley.garcia4751@gamehub.io,Kentucky,1
32947,Alex,Brown,alex.brown5912@scopely.dev,Ohio,1
32948,Taylor,Anderson,taylor.anderson9300@example.com,Arkansas,1
32949,Skyler,Gonzalez,skyler.gonzalez4257@gamehub.io,Louisiana,1
32950,Avery,Martinez,avery.martinez2422@example.com,South Dakota,1
32951,Taylor,Lopez,taylor.lopez75@mail.com,Ohio,0
32952,Casey,Brown,casey.brown616@mail.com,Indiana,1
32953,Jamie,Garcia,jamie.garcia8264@scopely.dev,Louisiana,1
32954,Taylor,Johnson,taylor.johnson7805@example.com,Minnesota,1
32955,Jamie,Johnson,jamie.johnson7407@example.com,Ohio,1
32956,Avery,Gonzalez,avery.gonzalez4046@playverse.net,California,0
32957,Riley,Martinez,riley.martinez364@gamehub.io,Missouri,1
32958,Jordan,Anderson,jordan.anderson2154@example.com,Arkansas,1
32959,Morgan,Anderson,morgan.anderson2314@example.com,Louisiana,1
32960,Drew,Martinez,drew.martinez101@example.com,Delaware,0
32961,Alex,Gonzalez,alex.gonzalez4691@playverse.net,Kansas,1
32962,Rowan,Brown,rowan.brown8870@playverse.net,Kentucky,1
32963,Sam,Garcia,sam.garcia9974@playverse.net,Ohio,1
32964,Sam,Johnson,sam.johnson5795@mail.com,Idaho,1
32965,Avery,Wilson,avery.wilson1325@example.com,Ohio,1
32966,Morgan,Miller,morgan.miller991@scopely.dev,Montana,1
32967,Skyler,Hernandez,skyler.hernandez4660@scopely.dev,Oregon,1
32968,Morgan,Davis,morgan.davis7072@gamehub.io,Kentucky,1
32969,Morgan,Rodriguez,morgan.rodriguez4909@mail.com,Wyoming,0
32970,Alex,Garcia,alex.garcia5687@gamehub.io,Iowa,1
32971,Riley,Johnson,riley.johnson7102@scopely.dev,New Mexico,0
32972,Elliot,Garcia,elliot.garcia6288@mail.com,Ohio,1
32973,Skyler,Davis,skyler.davis2996@mail.com,Nebraska,1
32974,Cameron,Martinez,cameron.martinez904@gamehub.io,South Dakota,0
32975,Rowan,Anderson,rowan.anderson4363@gamehub.io,Arkansas,1
32976,Jordan,Smith,jordan.smith1551@playverse.net,New York,1
32977,Cameron,Hernandez,cameron.hernandez1451@example.com,Minnesota,1
32978,Morgan,Garcia,morgan.garcia5689@playverse.net,Maryland,0
32979,Drew,Lopez,drew.lopez8158@mail.com,Kentucky,1
32980,Jordan,Hernandez,jordan.hernandez9840@mail.com,California,1
32981,Alex,Smith,alex.smith3548@playverse.net,Ohio,1
32982,Morgan,Garcia,morgan.garcia9395@example.com,Arkansas,1
32983,Rowan,Martinez,rowan.martinez7629@example.com,South Carolina,1
32984,Avery,Brown,avery.brown6225@gamehub.io,Massachusetts,1
32985,Alex,Williams,alex.williams8460@playverse.net,New York,0
32986,Elliot,Williams,elliot.williams2322@mail.com,Arkansas,0
32987,Jordan,Brown,jordan.brown5480@scopely.dev,Arkansas,1
32988,Rowan,Williams,rowan.williams3079@scopely.dev,Georgia,1
32989,Jamie,Rodriguez,jamie.rodriguez9434@gamehub.io,Ohio,1
32990,Jamie,Brown,jamie.brown1354@playverse.net,Michigan,1
32991,Quinn,Smith,quinn.smith5970@mail.com,Kansas,1
32992,Cameron,Brown,cameron.brown892@gamehub.io,South Dakota,1
32993,Avery,Smith,avery.smith7613@playverse.net,Delaware,0
32994,Taylor,Martinez,taylor.martinez381@example.com,Hawaii,1
32995,Sam,Martinez,sam.martinez5017@scopely.dev,Ohio,0
32996,Rowan,Williams,rowan.williams3202@example.com,Alaska,1
32997,Avery,Brown,avery.brown7319@playverse.net,Florida,1
32998,Jamie,Wilson,jamie.wilson2126@playverse.net,Mississippi,1
